code,description
LAB//51093//mOsm/kg,Osmolality of Urine
LAB//50964//mOsm/kg,Osmolality of Serum or Plasma
LAB//50930//g/dL,Globulin [Mass/volume] in Serum
LAB//50976//g/dL,Protein [Mass/volume] in Serum or Plasma
LAB//50867//IU/L,Amylase [Enzymatic activity/volume] in Serum or Plasma
LAB//50910//IU/L,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma
MEDICATION//START//Omeprazole,
LAB//51482//#/lpf,Hyaline casts [#/area] in Urine sediment by Microscopy low power field
LAB//51097//mEq/L,Potassium [Moles/volume] in Urine
LAB//51082//mg/dL,Creatinine [Mass/volume] in Urine
TRANSFER_TO//transfer//Emergency Department Observation,
TRANSFER_TO//transfer//Medical Intensive Care Unit (MICU),
LAB//225811//UNK,
LAB//224017//UNK,
INFUSION_START//226361,
INFUSION_END//226361,
LAB//226169//UNK,
SUBJECT_FLUID_OUTPUT//226633//ml,
SUBJECT_FLUID_OUTPUT//226559//ml,
LAB//228306//UNK,
LAB//224075//UNK,
LAB//225184//UNK,
LAB//228343//UNK,
LAB//228346//UNK,
LAB//225234//UNK,
LAB//228344//UNK,
LAB//228345//UNK,
LAB//225067//UNK,
MEDICATION//START//Vancomycin Oral Liquid,
LAB//225668//mmol/L,
MEDICATION//START//Levofloxacin,
INFUSION_START//225879,"levofloxacin Injection
levofloxacin Oral Solution"
INFUSION_END//225879,"levofloxacin Injection
levofloxacin Oral Solution"
INFUSION_START//225884,"metronidazole Injection
metronidazole Oral Suspension"
INFUSION_END//225884,"metronidazole Injection
metronidazole Oral Suspension"
INFUSION_START//225797,
INFUSION_END//225797,
LAB//52033//UNK,Specimen type
INFUSION_START//227694,omeprazole Injectable Solution
INFUSION_END//227694,omeprazole Injectable Solution
PROCEDURE//START//221216,Plain radiography
PROCEDURE//END//221216,Plain radiography
MEDICATION//STOP//Vancomycin Oral Liquid,
LAB//50817//%,Oxygen saturation in Blood
SUBJECT_FLUID_OUTPUT//226583//ml,
INFUSION_START//225828,
INFUSION_END//225828,
PROCEDURE//START//225432,Transthoracic echocardiography
PROCEDURE//END//225432,Transthoracic echocardiography
LAB//224012//UNK,
LAB//224562//cm,
LAB//224564//UNK,
LAB//224561//UNK,
LAB//224846//cm,
LAB//224038//UNK,
LAB//224037//UNK,
LAB//224032//UNK,
LAB//223763//mmHg,
PROCEDURE//ICD//9//3893,"Venous catheterization, not elsewhere classified"
MEDICATION//START//Artificial Tears,
MEDICATION//STOP//Omeprazole,
MEDICATION//STOP//Levofloxacin,
MEDICATION//START//Azithromycin,
INFUSION_START//225855,ceftriaxone Injection
INFUSION_END//225855,ceftriaxone Injection
LAB//227759//UNK,
LAB//226115//UNK,
LAB//227780//UNK,
MEDICATION//STOP//Azithromycin,
LAB//226846//kg,
INFUSION_START//221794,furosemide Injectable Solution [Lasix]
INFUSION_END//221794,furosemide Injectable Solution [Lasix]
LAB//227471//UNK,
LAB//220734//units,
LAB//224651//UNK,
PROCEDURE//ICD//9//9915,Parenteral infusion of concentrated nutritional substances
SUBJECT_FLUID_OUTPUT//226580//ml,
TRANSFER_TO//transfer//Medicine,
PROCEDURE//ICD//9//9671,Continuous invasive mechanical ventilation for less than 96 consecutive hours
PROCEDURE//ICD//9//9604,Insertion of endotracheal tube
PROCEDURE//ICD//9//3891,Arterial catheterization
MEDICATION//START//traZODONE,
MEDICATION//START//Insulin,
MEDICATION//START//Glucagon,
MEDICATION//STOP//Insulin,
LAB//50818//mm Hg,Carbon dioxide [Partial pressure] in Blood
LAB//50820//units,pH of Blood
LAB//50802//mEq/L,Base excess in Blood by calculation
LAB//50804//mEq/L,"Carbon dioxide, total [Moles/volume] in Blood by calculation"
LAB//50821//mm Hg,Oxygen [Partial pressure] in Blood
MEDICATION//START//Potassium Phosphate,
INFUSION_START//225917,
LAB//228406//UNK,
LAB//228405//UNK,
LAB//228404//UNK,
LAB//228407//UNK,
LAB//224631//UNK,
LAB//223835//UNK,
LAB//50812//UNK,Intubated
LAB//220224//mmHg,
LAB//224828//mEq/L,
LAB//223830//units,
LAB//220235//mmHg,
LAB//220227//%,
LAB//225698//mEq/L,
LAB//220644//IU/L,
LAB//225690//mg/dL,
LAB//220587//IU/L,
LAB//225612//IU/L,
LAB//220632//IU/L,
LAB//224690//insp/min,
LAB//223874//mL,
LAB//223873//cmH2O,
LAB//226814//UNK,
LAB//227566//UNK,
LAB//223838//UNK,
LAB//224697//cmH2O,
LAB//224738//sec,
LAB//220292//L/min,
LAB//224684//mL,
LAB//224832//UNK,
LAB//224695//cmH2O,
LAB//224415//UNK,
LAB//223875//insp/min,
LAB//227517//UNK,
LAB//224687//L/min,
LAB//223849//UNK,
LAB//223837//UNK,
LAB//220293//L/min,
LAB//224685//mL,
LAB//224688//insp/min,
LAB//226873//UNK,
LAB//224417//cmH2O,
LAB//223848//UNK,
LAB//224735//UNK,
LAB//224865//UNK,
LAB//225978//UNK,
LAB//224692//UNK,
LAB//227565//UNK,
LAB//220339//cmH2O,
LAB//226871//UNK,
LAB//224689//insp/min,
LAB//223876//sec,
PROCEDURE//START//225792,Invasive ventilation
INFUSION_START//221744,fentanyl Injection
INFUSION_START//221749,phenylephrine Injection
INFUSION_START//225942,fentanyl Injection
INFUSION_START//225943,
INFUSION_END//221744,fentanyl Injection
LAB//225231//UNK,
INFUSION_END//221749,phenylephrine Injection
MEDICATION//START//Fentanyl Citrate,
MEDICATION//START//PHENYLEPHrine,
LAB//227293//UNK,
LAB//224281//UNK,
LAB//226113//UNK,
LAB//227756//UNK,
PROCEDURE//START//224263,Central venous cannula insertion
INFUSION_END//225942,fentanyl Injection
INFUSION_END//225943,
PROCEDURE//START//225459,Plain chest X-ray
PROCEDURE//END//225459,Plain chest X-ray
MEDICATION//STOP//Potassium Phosphate,
MEDICATION//STOP//traZODONE,
MEDICATION//STOP//PHENYLEPHrine,
PROCEDURE//ICD//9//3324,Closed [endoscopic] biopsy of bronchus
LAB//224007//UNK,
LAB//224785//UNK,
LAB//228307//UNK,
LAB//224786//UNK,
LAB//228308//UNK,
INFUSION_START//225834,potassium phosphate Injectable Solution
LAB//220052//mmHg,
LAB//220050//mmHg,
LAB//220051//mmHg,
LAB//225210//UNK,
LAB//226107//UNK,
LAB//224289//UNK,
LAB//227292//UNK,
LAB//224291//UNK,
PROCEDURE//START//225752,Insertion of catheter into artery
LAB//50808//mmol/L,Calcium.ionized [Moles/volume] in Blood
LAB//225667//mmol/L,
MEDICATION//START//Readi-Cat 2 (Barium Sulfate 2% Suspension),
LAB//50911//ng/mL,Creatine kinase.MB [Mass/volume] in Serum or Plasma
LAB//227445//ng/mL,
LAB//225634//IU/L,
LAB//227429//ng/mL,
LAB//224700//cmH2O,
LAB//224715//UNK,
LAB//224696//cmH2O,
LAB//224740//UNK,
LAB//227946//UNK,
LAB//227960//UNK,
LAB//227958//UNK,
LAB//227949//UNK,
LAB//227950//UNK,
LAB//227955//UNK,
LAB//227961//UNK,
LAB//227947//UNK,
LAB//227948//UNK,
LAB//227959//UNK,
LAB//227952//UNK,
LAB//227951//UNK,
LAB//227953//UNK,
LAB//227956//UNK,
LAB//227954//UNK,
LAB//227957//UNK,
INFUSION_END//225834,potassium phosphate Injectable Solution
INFUSION_START//225799,
INFUSION_START//226453,
SUBJECT_FLUID_OUTPUT//226579//ml,
INFUSION_END//225799,
INFUSION_END//226453,
LAB//220074//mmHg,
MEDICATION//START//Chlorhexidine Gluconate 0.12% Oral Rinse,
LAB//225206//UNK,
LAB//224283//UNK,
MEDICATION//START//Albumin 5% (25g / 500mL),
MEDICATION//START//Norepinephrine,
INFUSION_START//221906,norepinephrine Injection
LAB//50825//UNK,Body temperature
INFUSION_END//221906,norepinephrine Injection
INFUSION_START//225907,famotidine Injectable Solution [Pepcid]
INFUSION_END//225907,famotidine Injectable Solution [Pepcid]
MEDICATION//START//Famotidine,
LAB//228382//dynes*sec/cm5/m2,
LAB//228377//%,
LAB//228372//UNK,
LAB//228373//UNK,
LAB//228376//UNK,
LAB//228370//%,
LAB//228368//L/min/m2,
LAB//228375//%,
INFUSION_START//220864,
INFUSION_END//220864,
MEDICATION//START//CefePIME,
LAB//50827//UNK,Ventilation rate by Carbon dioxide measurement
LAB//50826//UNK,Tidal volume setting Ventilator
LAB//52023//UNK,Assist/Control
LAB//50816//%,Inhaled oxygen concentration
LAB//50819//UNK,Positive end expiratory pressure setting Ventilator
LAB//51479//#/lpf,Granular casts [#/area] in Urine sediment by Microscopy low power field
LAB//227813//UNK,
INFUSION_START//225851,cefepime Injection
INFUSION_END//225851,cefepime Injection
MEDICATION//START//OLANZapine (Disintegrating Tablet),
LAB//223872//°C,
LAB//227239//UNK,
LAB//220072//mmHg,
LAB//220073//mmHg,
LAB//220058//mmHg,
LAB//220056//mmHg,
LAB//224369//UNK,
LAB//224370//UNK,
LAB//224391//UNK,
LAB//224944//UNK,
LAB//224930//UNK,
MEDICATION//START//Miconazole Powder 2%,
MEDICATION//STOP//Readi-Cat 2 (Barium Sulfate 2% Suspension),
PROCEDURE//ICD//9//3409,Other incision of pleura
PROCEDURE//ICD//9//3491,Thoracentesis
LAB//224945//UNK,
LAB//224931//UNK,
LAB//224903//UNK,
LAB//225639//%,
LAB//225642//%,
LAB//225640//%,
LAB//225643//%,
LAB//225641//%,
LAB//224833//UNK,
LAB//225674//%,
INFUSION_START//221662,dopamine Injection
MEDICATION//START//DOPamine,
MEDICATION//STOP//Albumin 5% (25g / 500mL),
INFUSION_END//221662,dopamine Injection
INFUSION_START//225910,pantoprazole Injection [Protonix]
INFUSION_END//225910,pantoprazole Injection [Protonix]
INFUSION_END//225917,
LAB//52391//#/uL,Nucleated cells [#/volume] in Pleural fluid by Automated count
LAB//51457//#/uL,Erythrocytes [#/volume] in Pleural fluid
LAB//51447//%,Macrophages/100 leukocytes in Pleural fluid by Manual count
LAB//51450//%,Monocytes/100 leukocytes in Pleural fluid
LAB//51455//%,Polymorphonuclear cells/100 leukocytes in Pleural fluid
LAB//51444//%,Eosinophils/100 leukocytes in Pleural fluid
LAB//51448//%,Mesothelial cells/100 leukocytes in Pleural fluid
LAB//51446//%,Lymphocytes/100 leukocytes in Pleural fluid
LAB//51059//g/dL,Protein [Mass/volume] in Pleural fluid
LAB//51046//g/dL,Albumin [Mass/volume] in Pleural fluid
LAB//51054//IU/L,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid
LAB//51053//mg/dL,Glucose [Mass/volume] in Pleural fluid
MEDICATION//STOP//CefePIME,
MEDICATION//START//Vancomycin Enema,
MEDICATION//STOP//Vancomycin Enema,
MEDICATION//STOP//OLANZapine (Disintegrating Tablet),
LAB//51462//UNK,
MEDICATION//START//Tigecycline,
MEDICATION//START//Albumin 5% (12.5g / 250mL),
LAB//227809//UNK,
LAB//225176//UNK,
LAB//223997//UNK,
LAB//223993//UNK,
LAB//224092//UNK,
LAB//224806//UNK,
LAB//223996//UNK,
MEDICATION//STOP//Artificial Tears,
SUBJECT_FLUID_OUTPUT//226619//ml,
LAB//228374//mL/beat,
LAB//220088//L/min,
LAB//228369//L/min,
LAB//50828//UNK,Ventilation mode Ventilator
LAB//227810//UNK,
INFUSION_START//225166,potassium chloride Injection
LAB//224888//UNK,
LAB//224937//UNK,
LAB//224009//UNK,
INFUSION_END//225166,potassium chloride Injection
MEDICATION//STOP//Fentanyl Citrate,
LAB//224686//mL,
LAB//224701//cmH2O,
MEDICATION//START//Allopurinol,
LAB//223998//UNK,
MEDICATION//STOP//Allopurinol,
LAB//225693//mg/dL,
INFUSION_START//225934,
LAB//224421//mL,
LAB//224422//bpm,
MEDICATION//STOP//Tigecycline,
MEDICATION//STOP//Albumin 5% (12.5g / 250mL),
INFUSION_START//225916,
INFUSION_START//225947,
INFUSION_START//225948,
PROCEDURE//END//225792,Invasive ventilation
PROCEDURE//START//227194,Removal of endotracheal tube
PROCEDURE//END//227194,Removal of endotracheal tube
INFUSION_END//225934,
MEDICATION//STOP//Norepinephrine,
MEDICATION//STOP//Chlorhexidine Gluconate 0.12% Oral Rinse,
INFUSION_START//227522,potassium chloride Injection
SUBJECT_FLUID_OUTPUT//226588//ml,
INFUSION_END//227522,potassium chloride Injection
LAB//227801//UNK,
LAB//224013//UNK,
LAB//225189//UNK,
MEDICATION//STOP//DOPamine,
PROCEDURE//END//224263,Central venous cannula insertion
MEDICATION//START//OLANZapine,
INFUSION_END//225916,
INFUSION_END//225947,
INFUSION_END//225948,
PROCEDURE//ICD//9//966,Enteral infusion of concentrated nutritional substances
LAB//226473//UNK,
LAB//50815//L/min,Inhaled oxygen flow rate
MEDICATION//STOP//Famotidine,
MEDICATION//STOP//OLANZapine,
LAB//227539//UNK,
LAB//227537//mmHg,
LAB//227538//mmHg,
LAB//224889//UNK,
LAB//224938//UNK,
LAB//224925//UNK,
LAB//224974//UNK,
LAB//224946//UNK,
LAB//224904//UNK,
LAB//224932//UNK,
LAB//224939//UNK,
LAB//224981//UNK,
LAB//224890//UNK,
LAB//224960//UNK,
LAB//227783//UNK,
PROCEDURE//END//225752,Insertion of catheter into artery
LAB//225722//UNK,
LAB//225737//UNK,
HOSPITAL_DISCHARGE//SKILLED NURSING FACILITY,
DIAGNOSIS//ICD//9//E9478,Other drugs and medicinal substances causing adverse effects in therapeutic use
DIAGNOSIS//ICD//9//2762,Acidosis
DIAGNOSIS//ICD//9//5845,Acute kidney failure with lesion of tubular necrosis
DIAGNOSIS//ICD//9//78552,Septic shock
DIAGNOSIS//ICD//9//486,"Pneumonia, organism unspecified"
DIAGNOSIS//ICD//9//4940,Bronchiectasis without acute exacerbation
DIAGNOSIS//ICD//9//7904,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
DIAGNOSIS//ICD//9//5730,Chronic passive congestion of liver
DIAGNOSIS//ICD//9//78097,Altered mental status
DIAGNOSIS//ICD//9//5641,Irritable bowel syndrome
DIAGNOSIS//ICD//9//53081,Esophageal reflux
DIAGNOSIS//ICD//9//73300,"Osteoporosis, unspecified"
DIAGNOSIS//ICD//9//0383,Septicemia due to anaerobes
DIAGNOSIS//ICD//9//2720,Pure hypercholesterolemia
DIAGNOSIS//ICD//9//4240,Mitral valve disorders
DIAGNOSIS//ICD//9//53550,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"
DIAGNOSIS//ICD//9//5768,Other specified disorders of biliary tract
DIAGNOSIS//ICD//9//51881,Acute respiratory failure
DIAGNOSIS//ICD//9//34831,Metabolic encephalopathy
DIAGNOSIS//ICD//9//5601,Paralytic ileus
DIAGNOSIS//ICD//9//4739,Unspecified sinusitis (chronic)
DIAGNOSIS//ICD//9//5119,Unspecified pleural effusion
DIAGNOSIS//ICD//9//5809,Acute glomerulonephritis with unspecified pathological lesion in kidney
DIAGNOSIS//ICD//9//99592,Severe sepsis
DIAGNOSIS//ICD//9//56210,Diverticulosis of colon (without mention of hemorrhage)
DIAGNOSIS//ICD//9//5184,"Acute edema of lung, unspecified"
DIAGNOSIS//ICD//9//00845,Intestinal infection due to Clostridium difficile
DRG//APR//720//SEPTICEMIA & DISSEMINATED INFECTIONS,
DRG//HCFA//871//SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,
MEDICATION//STOP//Miconazole Powder 2%,
MEDICATION//STOP//Glucagon,
PROCEDURE//ICD//9//9390,Non-invasive mechanical ventilation
LAB//51469//UNK,
PROCEDURE//START//225794,Noninvasive ventilation
LAB//224923//UNK,
LAB//227781//UNK,
LAB//224951//cm,
LAB//224895//cm,
LAB//224902//UNK,
LAB//224916//cm,
LAB//224972//UNK,
LAB//224965//UNK,
LAB//224105//UNK,
LAB//225949//UNK,
LAB//223679//mEq/L,
LAB//226063//mmHg,
LAB//226062//mmHg,
LAB//220274//units,
LAB//223759//UNK,
LAB//51518//UNK,
PROCEDURE//START//225454,Urine culture
PROCEDURE//END//225454,Urine culture
LAB//225050//UNK,
PROCEDURE//END//225794,Noninvasive ventilation
INFUSION_START//225930,
INFUSION_END//225930,
MEDICATION//START//Potassium Chloride (Powder),
HOSPITAL_DISCHARGE//CHRONIC/LONG TERM ACUTE CARE,
DIAGNOSIS//ICD//9//29281,Drug-induced delirium
DIAGNOSIS//ICD//9//1122,Candidiasis of other urogenital sites
DIAGNOSIS//ICD//9//5781,Blood in stool
DIAGNOSIS//ICD//9//27669,Other fluid overload
DIAGNOSIS//ICD//9//2764,Mixed acid-base balance disorder
DIAGNOSIS//ICD//9//E9393,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use"
DRG//APR//133//RESPIRATORY FAILURE,
DRG//HCFA//189//PULMONARY EDEMA & RESPIRATORY FAILURE,
MEDICATION//STOP//Potassium Chloride (Powder),
PROCEDURE//ICD//9//9672,Continuous invasive mechanical ventilation for 96 consecutive hours or more
LAB//50999//UNK,
LAB//50981//mg/dL,Salicylates [Mass/volume] in Serum or Plasma
LAB//50879//UNK,
LAB//50880//UNK,
LAB//50856//ug/mL,Acetaminophen [Mass/volume] in Serum or Plasma
LAB//50806//mEq/L,Chloride [Moles/volume] in Blood
LAB//50809//mg/dL,Glucose [Mass/volume] in Blood
LAB//50824//mEq/L,Sodium [Moles/volume] in Blood
LAB//50805//%,Carboxyhemoglobin/Hemoglobin.total in Blood
LAB//50811//g/dL,Hemoglobin [Mass/volume] in Blood
LAB//50814//%,Methemoglobin/Hemoglobin.total in Blood
LAB//50810//%,Hematocrit [Volume Fraction] of Blood by Estimated
TRANSFER_TO//admit//Surgical Intensive Care Unit (SICU),
INFUSION_START//225859,"ciprofloxacin Injection
ciprofloxacin Oral Suspension"
INFUSION_END//225859,"ciprofloxacin Injection
ciprofloxacin Oral Suspension"
LAB//228310//UNK,
LAB//224788//UNK,
LAB//224445//UNK,
LAB//224441//UNK,
LAB//228309//UNK,
LAB//224789//UNK,
LAB//224633//UNK,
LAB//224226//UNK,
LAB//224632//UNK,
MEDICATION//START//Ciprofloxacin,
MEDICATION//START//Propofol,
MEDICATION//STOP//Lidocaine Jelly 2% (Urojet),
MEDICATION//START//Lidocaine Jelly 2% (Urojet),
LAB//227755//UNK,
LAB//227418//UNK,
LAB//226112//UNK,
LAB//225347//UNK,
PROCEDURE//START//225204,Insertion of peripherally inserted central catheter
LAB//225086//UNK,
LAB//225105//UNK,
LAB//225129//UNK,
LAB//225112//UNK,
LAB//225070//UNK,
LAB//225117//UNK,
LAB//225091//UNK,
LAB//225672//IU/L,
LAB//226537//mg/dL,
MEDICATION//START//Aspirin 81 mg ,
MEDICATION//STOP//Ciprofloxacin,
LAB//224419//cmH2O,
INFUSION_START//222168,propofol Injection
INFUSION_END//222168,propofol Injection
INFUSION_START//225168,
INFUSION_END//225168,
INFUSION_START//228135,
INFUSION_END//228135,
LAB//227456//g/dL,
LAB//224717//UNK,
LAB//223942//UNK,
INFUSION_START//223258,"insulin, regular, human Injection"
INFUSION_END//223258,"insulin, regular, human Injection"
PROCEDURE//START//225401,Blood culture
PROCEDURE//END//225401,Blood culture
MEDICATION//START//Lidocaine-Prilocaine,
LAB//224924//UNK,
LAB//223945//UNK,
LAB//223940//UNK,
LAB//225728//UNK,
MEDICATION//STOP//Lidocaine-Prilocaine,
MEDICATION//START//Neutra-Phos,
LAB//224716//UNK,
INFUSION_START//221385,lorazepam Injection [Ativan]
INFUSION_END//221385,lorazepam Injection [Ativan]
LAB//225743//UNK,
PROCEDURE//END//225204,Insertion of peripherally inserted central catheter
MEDICATION//START//Piperacillin-Tazobactam,
INFUSION_START//225893,piperacillin / tazobactam Injection [Zosyn]
INFUSION_END//225893,piperacillin / tazobactam Injection [Zosyn]
LAB//224973//UNK,
LAB//224966//UNK,
MEDICATION//STOP//Piperacillin-Tazobactam,
PROCEDURE//START//225402,Electrocardiographic procedure
PROCEDURE//END//225402,Electrocardiographic procedure
INFUSION_START//225892,piperacillin Injectable Solution
INFUSION_END//225892,piperacillin Injectable Solution
LAB//51706//UNK,Problem Specimen
LAB//51752//UNK,Voided Specimen
PROCEDURE//START//225444,Blood culture
PROCEDURE//END//225444,Blood culture
MEDICATION//STOP//Aspirin 81 mg ,
LAB//227846//UNK,
LAB//227860//UNK,
LAB//227836//UNK,
LAB//227845//UNK,
LAB//227837//UNK,
LAB//227861//%,
LAB//227831//UNK,
LAB//227858//UNK,
LAB//227943//UNK,
LAB//227864//UNK,
LAB//227872//UNK,
LAB//227870//UNK,
LAB//227873//%,
INFUSION_START//223262,insulin lispro Injectable Solution [Humalog]
INFUSION_END//223262,insulin lispro Injectable Solution [Humalog]
LAB//227847//UNK,
LAB//227866//UNK,
LAB//227867//%,
MEDICATION//START//Triamcinolone Acetonide 0.025% Cream,
LAB//51283//%,Reticulocytes [#/volume] in Blood by Automated count
LAB//50935//mg/dL,Haptoglobin [Mass/volume] in Serum or Plasma
MEDICATION//START//Lansoprazole Oral Disintegrating Tab,
MEDICATION//STOP//Propofol,
MEDICATION//STOP//Neutra-Phos,
DIAGNOSIS//ICD//9//V707,Examination of participant in clinical trial
DIAGNOSIS//ICD//9//42843,Acute on chronic combined systolic and diastolic heart failure
DIAGNOSIS//ICD//9//4280,"Congestive heart failure, unspecified"
DIAGNOSIS//ICD//9//6930,Dermatitis due to drugs and medicines taken internally
DIAGNOSIS//ICD//9//03843,Septicemia due to pseudomonas
DIAGNOSIS//ICD//9//99591,Sepsis
DIAGNOSIS//ICD//9//1123,Candidiasis of skin and nails
DRG//HCFA//870//SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,
MEDICATION//STOP//Triamcinolone Acetonide 0.025% Cream,
MEDICATION//STOP//Lansoprazole Oral Disintegrating Tab,
HCPCS//Musculoskeletal system,
PROCEDURE//ICD//9//7915,"Closed reduction of fracture with internal fixation, femur"
TRANSFER_TO//admit//Med/Surg/GYN,
TRANSFER_TO//transfer//Med/Surg/GYN,
TRANSFER_TO//transfer//Discharge Lounge,
MEDICATION//START//Mirtazapine,
MEDICATION//START//CefazoLIN,
MEDICATION//START//Enoxaparin Sodium,
MEDICATION//START//HYDROmorphone (Dilaudid),
MEDICATION//START//Multivitamins,
MEDICATION//START//Vitamin D,
MEDICATION//START//Milk of Magnesia,
MEDICATION//START//Aluminum-Magnesium Hydrox.-Simethicone,
MEDICATION//START//MethylPHENIDATE (Ritalin),
MEDICATION//START//Oxycodone-Acetaminophen (5mg-325mg),
MEDICATION//STOP//CefazoLIN,
DIAGNOSIS//ICD//9//2724,Other and unspecified hyperlipidemia
DIAGNOSIS//ICD//9//V1261,Personal history of pneumonia (recurrent)
DIAGNOSIS//ICD//9//2469,Unspecified disorder of thyroid
DIAGNOSIS//ICD//9//E8859,"Fall from other slipping, tripping, or stumbling"
DIAGNOSIS//ICD//9//82009,Other closed transcervical fracture of neck of femur
DIAGNOSIS//ICD//9//V441,Gastrostomy status
MEDICATION//STOP//Mirtazapine,
MEDICATION//STOP//MethylPHENIDATE (Ritalin),
MEDICATION//STOP//Enoxaparin Sodium,
MEDICATION//STOP//HYDROmorphone (Dilaudid),
MEDICATION//STOP//Multivitamins,
MEDICATION//STOP//Vitamin D,
MEDICATION//STOP//Milk of Magnesia,
MEDICATION//STOP//Oxycodone-Acetaminophen (5mg-325mg),
MEDICATION//STOP//Aluminum-Magnesium Hydrox.-Simethicone,
LAB//52135//%,Immature granulocytes/100 leukocytes in Blood
LAB//51133//K/uL,Lymphocytes [#/volume] in Blood by Automated count
LAB//52074//K/uL,Monocytes [#/volume] in Blood by Automated count
LAB//52069//K/uL,Basophils [#/volume] in Blood by Automated count
LAB//52075//K/uL,Neutrophils [#/volume] in Blood by Automated count
LAB//52073//K/uL,Eosinophils [#/volume] in Blood by Automated count
LAB//51249//g/dL,
LAB//52172//fL,Erythrocyte distribution width [Entitic volume] by Automated count
